SINGLES_COUNTRY_UND_JAZZ;S;GRECO, BUDDY;Around the World;A;61;PopJazz;
SINGLES_COUNTRY_UND_JAZZ;S;GRECO, BUDDY;The Lady Is a Tramp;B;63;PopJazz;
SINGLES_COUNTRY_UND_JAZZ;S;HAENSCH, DELLE;Alexander's Ragtime Band;A;;Orchester;
SINGLES_COUNTRY_UND_JAZZ;S;HAENSCH, DELLE;Wochenend u. Sonnenschein;B;;Orchester;
SINGLES_COUNTRY_UND_JAZZ;S;HAGGARD, MERLE;It's Great to Be Alive;B;;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HAGGARD, MERLE;Someday We'll Look Back;A;;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HAMILTON IV, GEORGE;Abilene;A;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HAMILTON IV, GEORGE;If You Want Me To;B;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HIGHWAYMAN;Highwayman;B;85;Country;Mix
SINGLES_COUNTRY_UND_JAZZ;S;HIRT, AL;I Can't Get Started;B;63;Trumpet;
SINGLES_COUNTRY_UND_JAZZ;S;HIRT, AL;Java;A;63;Trumpet;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;Frankie's Man, Johnny;B;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;North To Alaska    ;A;60;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;Sink The Bismarck   ;A;60;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;The Battle Of New Orleans;B;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;The Battle Of New Orleans  ;A;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;When It's Springtime In Alaska;B;58;Country;
SINGLES_COUNTRY_UND_JAZZ;S;HORTON, JOHNNY;When It's Springtime In Alaska;A;58;Country;HJ
SINGLES_COUNTRY_UND_JAZZ;S;HULA HAWAIIANS, Die;Hilo – Marsch;A;;Ragtime;
SINGLES_COUNTRY_UND_JAZZ;S;HULA HAWAIIANS, Die;Rag Of Rags;B;;Ragtime;
SINGLES_COUNTRY_UND_JAZZ;S;JACKSON, STONEWELL;Life Is Go;A;;Country;HJ
SINGLES_COUNTRY_UND_JAZZ;S;JENNINGS, WAYLON;Are You Sure Hank ..;B;72;Country;
SINGLES_COUNTRY_UND_JAZZ;S;JENNINGS, WAYLON;Good Hearted Woman;A;72;Country;
SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;Detroit City;A;68;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;Funny Familiar Forgotten Feelings;A;67;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;Green, Green Grass Of Home;A;65;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;I'll Never Let You Go;B;67;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;If I Had You;B;65;CountryPop;
